"BRAND","OPTION_ID","OPTION_DESC","VPN","LIKE_ITEM","DEPT","DEPT_NAME","CLASS","CLASS_NAME","SUBCLASS","SUB_NAME","FABRIC","COLOR_SHADE","COLOR_FAMILY","SEASON_CODE","SEASONALITY","SILHOUETTE","COLLECTION","SLEEVE_LENGTH","LENGTH","HEEL_TYPE","GENDER","SIZERANGE","PRICE_STRATEGY","STORY","SELLING_PHASE","LABEL","CREATE_ID","CREATE_DATETIME","LAST_UPDATE_DATETIME","LAST_UPDATE_ID","SUBDEPARTMENT","SUBDEPARTMENT_NAME"
"AME","128768929_AMEC900","BLACK FLORAL HEADWRAP-MULTI-COLORED","0421-5716","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",3,"HAIR ACCESSORIES","NA","MULTI-COLORED","NA","SS17","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768995_AMEC654","LILIAN IKAT PRINTED LOOP-PINK","1421-6682","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",5,"SCARVES","NA","PINK","PINK","AW13","CONT","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768544_AMEC200","COZY BALLET-BROWN","0419-3460","",107,"AME_WOMENS ACCESSORIES",2,"041-WOMENS FOOTWEAR",6,"BALLET SHOES","NA","BROWN","BROWN","AW15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768550_AMEC600","WHIP STITCH CIRCLE BAG-RED","0427-9855","",107,"AME_WOMENS ACCESSORIES",4,"047-WOMENS BAGS & BELTS",1,"BAGS_1","POLY","RED","RED","SS19","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","SPR 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768588_AMEC160","2649 POINT DESPRIT BRALET-PINK","0609-2649","",107,"AME_WOMENS ACCESSORIES",8,"060-AE INTIMATES",1,"AE INTIMATES","NA","PINK","PINK","SS15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768588_AMEC250","2649 POINT DESPRIT BRALET-BROWN","0609-2649","",107,"AME_WOMENS ACCESSORIES",8,"060-AE INTIMATES",1,"AE INTIMATES","NA","BROWN","BROWN","SS14","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768623_AMEC073","FISHNET QUARTER SOCK-BLACK","0425-8659","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",6,"SOCKS","NYLON","BLACK","BLACK","SS18","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","SPR 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768657_AMEC532","RIBBON TRIM ALINE ESPADRILLE-BLUE","0414-3381","",107,"AME_WOMENS ACCESSORIES",2,"041-WOMENS FOOTWEAR",3,"SANDALS","NA","BLUE","BLUE","SS15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768658_AMEC900","OVER SIZED HOOP EARRING-MULTI-COLORED","0484-8310","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",2,"EARRINGS","RUBBER","MULTI-COLORED","NA","AW18","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","BTS 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768666_AMEC532","LACE UP ESPADRILLE-BLUE","0414-3319","",107,"AME_WOMENS ACCESSORIES",2,"041-WOMENS FOOTWEAR",3,"SANDALS","NA","BLUE","BLUE","SS15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768689_AMEC073","METALLIC VARSITY ANKLE SOCK 2PK-BLACK","0425-8487","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",6,"SOCKS","NA","BLACK","BLACK","AW17","CONT","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768694_AMEC709","SHORT TRIANGLE CHAIN NECKLACE-YELLOW","0482-8445","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",9,"NECKLACE","OTHER","YELLOW","YELLOW","AW18","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","HOL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768696_AMEC641","SMALL ROSEGOLD AVIATOR W CORAL TIPS-GOLD","0506-4689","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",6,"SUNGLASSES","NA","GOLD","GOLD","SS16","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768707_AMEC615","SOLID KNIT SCARF-PINK","1421-9629","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",5,"SCARVES","COTTON_POLY","PINK","PINK","AW19","CONT","OTHER","KNIT","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","BTS 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768707_AMEC700","SOLID KNIT SCARF-YELLOW","1421-9629","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",5,"SCARVES","COTTON_POLY","YELLOW","YELLOW","AW19","CONT","OTHER","KNIT","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","BTS 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768708_AMEC001","ROUND STRAW XBODY-BLACK","0427-9739","",107,"AME_WOMENS ACCESSORIES",4,"047-WOMENS BAGS & BELTS",1,"BAGS_1","OTHER","BLACK","BLACK","SS18","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","BETTER","OTHER","SUM 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768731_AMEC001","DIAMOND WEAVE ALINE ESPADRILLE-BLACK","0414-3383","",107,"AME_WOMENS ACCESSORIES",2,"041-WOMENS FOOTWEAR",3,"SANDALS","NA","BLACK","BLACK","SS15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768768_AMEC900","CORAL BRAID  TAN SPARKLE HAIRWRAP SET-MULTI-COLORED","0421-3185","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",3,"HAIR ACCESSORIES","NA","MULTI-COLORED","NA","SS13","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768789_AMEC395","SUNSET GEO SCARF-BLUE","1421-6887","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",5,"SCARVES","NA","BLUE","BLUE","SS14","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768846_AMEC001","STAY CHIC POUCH-BLACK","4470-8985","",107,"AME_WOMENS ACCESSORIES",4,"047-WOMENS BAGS & BELTS",1,"BAGS_1","NA","BLACK","BLACK","AW13","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768853_AMEC600","BATIK DIAMOND BANDANA-RED","1421-8406","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",2,"HATS","NA","RED","RED","AW17","CONT","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128768866_AMEC092","HEART BEANIE-GREY","1426-7088","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",2,"HATS","NA","GREY","GREY","AW15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","BTS 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769330_AMEC200","LIGHT UP REINDEER BASEBALL CAP-BROWN","0577-1625","",107,"AME_WOMENS ACCESSORIES",9,"057-GIFTING",1,"ADHOC","NA","BROWN","BROWN","AW17","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769338_AMEC013","MEDALLION COCKTAIL RING-GREY","0481-4557","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",5,"RINGS","NA","GREY","GREY","SS15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769354_AMEC410","LOWRISE SIDE LOOP BTTMS-BLUE","0465-3186","",107,"AME_WOMENS ACCESSORIES",8,"060-AE INTIMATES",1,"AE INTIMATES","NA","BLUE","BLUE","SS12","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769361_AMEC106","CARDIGAN METALLIC LOOP-WHITE","1429-7114","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",5,"SCARVES","NA","WHITE","WHITE","AW14","CONT","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769379_AMEC100","SKINNY ANIMAL BELT-WHITE","0423-8858","",107,"AME_WOMENS ACCESSORIES",4,"047-WOMENS BAGS & BELTS",4,"BELT","NA","WHITE","WHITE","AW13","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769379_AMEC267","SKINNY ANIMAL BELT-BROWN","0423-8858","",107,"AME_WOMENS ACCESSORIES",4,"047-WOMENS BAGS & BELTS",4,"BELT","NA","BROWN","BROWN","AW13","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769402_AMEC109","ANKLE STRAP HUARACHE SANDAL-NATURAL","1415-3644","",107,"AME_WOMENS ACCESSORIES",2,"041-WOMENS FOOTWEAR",3,"SANDALS","NA","NATURAL","NATURAL","AW16","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769402_AMEC200","ANKLE STRAP HUARACHE SANDAL-BROWN","1415-3644","",107,"AME_WOMENS ACCESSORIES",2,"041-WOMENS FOOTWEAR",3,"SANDALS","NA","BROWN","BROWN","AW16","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769416_AMEC082","SMALL STUDS AND ARROWS 6PACK SET-GREY","0484-3790","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",2,"EARRINGS","NA","GREY","GREY","SS14","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769044_AMEC251","TORT  BLUE FLASH PLASTIC-BROWN","0506-4920","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",6,"SUNGLASSES","NA","BROWN","BROWN","SS16","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769092_AMEC013","LARGE ETCHED SILVER  TURQ EARRINGS-GREY","0484-4700","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",2,"EARRINGS","NA","GREY","GREY","AW15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769100_AMEC600","MINI FLORAL-RED","1421-6066","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",5,"SCARVES","NA","RED","RED","AW12","CONT","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769130_AMEC311","SHANYA STRIPE SCARF-GREEN","1421-6693","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",5,"SCARVES","NA","GREEN","GREEN","AW13","CONT","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769133_AMEC100","FLOATING WATERPROOF PHONE CASES-WHITE","0577-1590","",107,"AME_WOMENS ACCESSORIES",9,"057-GIFTING",1,"ADHOC","NA","WHITE","WHITE","SS17","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769133_AMEC700","FLOATING WATERPROOF PHONE CASES-YELLOW","0577-1590","",107,"AME_WOMENS ACCESSORIES",9,"057-GIFTING",1,"ADHOC","NA","YELLOW","YELLOW","SS17","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769134_AMEC395","TROPICAL PRINT MIDI DUSTER-BLUE","4428-9491","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",4,"PONCHO","WOOL","BLUE","BLUE","SS19","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","SUM 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769141_AMEC082","MIXED STONES  SHAPES 18PACK STUD SET-GREY","0484-5571","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",2,"EARRINGS","NA","GREY","GREY","SS17","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769142_AMEC069","LEOPARD 3PK SHORTIE SOCK-GRAY","0425-6929","",107,"AME_WOMENS ACCESSORIES",3,"042-WOMENS SOFT ACCESSORIES",6,"SOCKS","NA","GRAY","GRAY","AW14","CONT","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769152_AMEC709","GOLD CHOCOLATE CORE AVIATOR-YELLOW","0506-3794","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",6,"SUNGLASSES","NA","YELLOW","YELLOW","SS15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","SPR 2","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769176_AMEC900","GOLD AND RED ARM PARTY-MULTI-COLORED","0483-8442","",107,"AME_WOMENS ACCESSORIES",5,"048-WOMENS JEWELRY",1,"BRACELETS","OTHER","MULTI-COLORED","NA","AW18","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","GOOD","OTHER","HOL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769182_AMEC001","LARGE BACKPACK-BLACK","4471-9677","",107,"AME_WOMENS ACCESSORIES",4,"047-WOMENS BAGS & BELTS",1,"BAGS_1","LEATHER","BLACK","BLACK","SS18","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","BEST","OTHER","SPR T","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
"AME","128769204_AMEC008","NY GRAPHIC TOTE-GREY","0427-9449","",107,"AME_WOMENS ACCESSORIES",4,"047-WOMENS BAGS & BELTS",1,"BAGS_1","NA","GREY","GREY","AW15","SEASONAL","OTHER","OTHER","NA","REGULAR","NA","FEMALE","","NA","OTHER","FALL 1","NA","APPS_003",15-09-25,06-03-26,"APPS_003","",""
